"cell_id","Bat_species","Sex","Lat_c","Long_c","FAL_mean","wFAL_mean","FAL_n","wFAL_n","fal"
51104,"Plecotus auritus","male",41.8413662567573,13.8347775758692,39,39,1,1,39
51105,"Myotis crypticus","female",41.8346775342058,13.9444542367139,39.2,39.2,1,1,39.3
51105,"Myotis crypticus","male",41.8346775342058,13.9444542367139,39.3,39.3,1,1,39.3
51105,"Myotis mystacinus","male",41.8346775342058,13.9444542367139,34.9,34.9,2,2,34
51105,"Myotis nattereri","female",41.8346775342058,13.9444542367139,39.2,39.2,1,1,39
51105,"Myotis nattereri","male",41.8346775342058,13.9444542367139,39.3,39.3,1,1,39
51105,"Plecotus auritus","female",41.8346775342058,13.9444542367139,40.15,40.15,2,2,39
51455,"Eptesicus isabellinus","male",38.9780487500154,-9.33858118396553,50.1,50.1,1,1,49
51455,"Myotis bechsteinii","female",38.9780487500154,-9.33858118396553,40.5,40.5,1,1,43
51455,"Myotis emarginatus","male",38.9780487500154,-9.33858118396553,39,39,1,1,40.4
51455,"Myotis escalerai","female",38.9780487500154,-9.33858118396553,39.75,39.75,2,2,39.5
51455,"Plecotus auritus","female",38.9780487500154,-9.33858118396553,41.55,41.55,2,2,39
51538,"Myotis escalerai","male",41.1286176526887,-0.814855267930525,39.7333333333333,39.7333333333333,3,3,39.5
51549,"Eptesicus serotinus","female",41.3216845442917,0.361175935959242,50.5,50.5,1,1,53
51549,"Eptesicus serotinus","male",41.3216845442917,0.361175935959242,53.05,53.05,2,2,53
51549,"Myotis escalerai","female",41.3216845442917,0.361175935959242,40.9545454545455,40.9545454545455,11,11,39.5
51549,"Myotis escalerai","male",41.3216845442917,0.361175935959242,40,40,3,3,39.5
51549,"Plecotus auritus","male",41.3216845442917,0.361175935959242,38.6,38.6,1,1,39
51549,"Plecotus austriacus","male",41.3216845442917,0.361175935959242,39.5,39.5,3,3,40
51549,"Rhinolophus euryale","female",41.3216845442917,0.361175935959242,48.25,48.25,2,2,46
51549,"Rhinolophus euryale","male",41.3216845442917,0.361175935959242,49.0333333333333,49.0333333333333,3,3,46
51549,"Rhinolophus ferrumequinum","female",41.3216845442917,0.361175935959242,55.9285714285714,55.9285714285714,7,7,58.4
51549,"Rhinolophus ferrumequinum","male",41.3216845442917,0.361175935959242,56.6166666666667,56.6166666666667,6,6,58.4
51549,"Rhinolophus hipposideros","female",41.3216845442917,0.361175935959242,37.9,37.9,2,2,37
51549,"Rhinolophus hipposideros","male",41.3216845442917,0.361175935959242,36.7,36.7,1,1,37
51550,"Eptesicus serotinus","female",41.3381374939154,0.468510992759899,56.2,56.2,2,2,53
51550,"Eptesicus serotinus","male",41.3381374939154,0.468510992759899,52.3666666666667,52.3666666666667,3,3,53
51550,"Myotis escalerai","female",41.3381374939154,0.468510992759899,41.17,41.17,10,10,39.5
51550,"Plecotus austriacus","male",41.3381374939154,0.468510992759899,39.3,39.3,4,4,40
51550,"Rhinolophus ferrumequinum","female",41.3381374939154,0.468510992759899,55.675,55.675,4,4,58.4
51550,"Rhinolophus ferrumequinum","male",41.3381374939154,0.468510992759899,56,56,3,3,58.4
51562,"Pipistrellus kuhlii","female",41.5212068753305,1.76160213782986,33.1,33.1,1,1,33.8
51567,"Pipistrellus kuhlii","male",41.5896261174214,2.30297208517967,34.5,34.5,1,1,33.8
51568,"Pipistrellus kuhlii","female",41.6027530223415,2.41141535283023,33.8,33.8,1,1,33.8
51568,"Pipistrellus kuhlii","male",41.6027530223415,2.41141535283023,33.15,33.15,2,2,33.8
51568,"Pipistrellus pipistrellus","male",41.6027530223415,2.41141535283023,33.7,33.7,1,1,30.5
51569,"Pipistrellus pipistrellus","female",41.615694017119,2.51991333708718,30.8,30.8,1,1,30.5
51569,"Pipistrellus pipistrellus","male",41.615694017119,2.51991333708718,34,34,1,1,30.5
51570,"Pipistrellus kuhlii","female",41.6284489921981,2.62846530068438,34.85,34.85,2,2,33.8
51570,"Pipistrellus kuhlii","male",41.6284489921981,2.62846530068438,32.9,32.9,1,1,33.8
51570,"Pipistrellus pipistrellus","female",41.6284489921981,2.62846530068438,30.7,30.7,1,1,30.5
51570,"Pipistrellus pipistrellus","male",41.6284489921981,2.62846530068438,32.1,32.1,2,2,30.5
51571,"Myotis crypticus","female",41.6410178394651,2.73707050401957,40.9,40.9,1,1,39.3
51571,"Myotis crypticus","male",41.6410178394651,2.73707050401957,38.7,38.7,3,3,39.3
51571,"Myotis escalerai","female",41.6410178394651,2.73707050401957,39.7142857142857,39.7142857142857,14,14,39.5
51571,"Myotis escalerai","male",41.6410178394651,2.73707050401957,39.34,39.34,5,5,39.5
51571,"Plecotus austriacus","female",41.6410178394651,2.73707050401957,39.6,39.6,1,1,40
51571,"Plecotus austriacus","male",41.6410178394651,2.73707050401957,39.6,39.6,1,1,40
51571,"Rhinolophus ferrumequinum","male",41.6410178394651,2.73707050401957,56.9,56.9,1,1,58.4
51571,"Rhinolophus hipposideros","male",41.6410178394651,2.73707050401957,36.1,36.1,2,2,37
52009,"Myotis escalerai","female",40.0996508528555,-5.96009942863058,38.5,38.5,1,1,39.5
52020,"Eptesicus serotinus","female",40.3895042449998,-4.82918767648895,51.73,51.73,1,1,53
52086,"Pipistrellus pipistrellus","female",41.6740863991317,2.17970223902702,31.3,31.3,1,1,30.5
52087,"Plecotus austriacus","male",41.6874190093743,2.28829166296397,38.8,38.8,1,1,40
52128,"Rhinolophus euryale","female",42.1196425573607,12.0846756615244,46.8,46.8,1,1,46
52128,"Rhinolophus euryale","male",42.1196425573607,12.0846756615244,46.7,46.7,1,1,46
52135,"Hypsugo savii","male",42.0899148937473,12.8574884604665,31.9,31.9,1,1,34.5
52135,"Rhinolophus ferrumequinum","female",42.0899148937473,12.8574884604665,56.9,56.9,2,2,58.4
52136,"Hypsugo savii","female",42.0849095687041,12.967811957342,33.9,33.9,1,1,34.5
52329,"Myotis emarginatus","female",36.9348137728924,34.7548550546133,40.4,40.4,1,1,40.4
52536,"Myotis crypticus","male",40.434171690958,-5.06347892807329,39.74,39.74,1,1,39.3
52536,"Plecotus auritus","female",40.434171690958,-5.06347892807329,39.1,39.1,1,1,39
52542,"Pipistrellus kuhlii","female",40.5856551883284,-4.44166533798686,35.9,35.9,1,1,33.8
52542,"Pipistrellus pipistrellus","male",40.5856551883284,-4.44166533798686,30.1,30.1,1,1,30.5
52542,"Plecotus austriacus","female",40.5856551883284,-4.44166533798686,41.7,41.7,1,1,40
52542,"Plecotus austriacus","male",40.5856551883284,-4.44166533798686,39.7666666666667,39.7666666666667,3,3,40
52574,"Myotis escalerai","male",41.2852106166962,-1.06933019406683,39.6,39.6,1,1,39.5
52605,"Pipistrellus pipistrellus","male",41.785169512731,2.27355547474866,30.1,30.1,1,1,30.5
52605,"Plecotus austriacus","male",41.785169512731,2.27355547474866,40.5,40.5,1,1,40
52605,"Rhinolophus ferrumequinum","male",41.785169512731,2.27355547474866,55.4,55.4,1,1,58.4
52605,"Rhinolophus hipposideros","male",41.785169512731,2.27355547474866,37.4,37.4,1,1,37
52606,"Barbastella barbastellus","male",41.7983357903203,2.38240332514291,38.6,38.6,1,1,39
52606,"Myotis bechsteinii","male",41.7983357903203,2.38240332514291,41.2,41.2,1,1,43
52606,"Myotis crypticus","male",41.7983357903203,2.38240332514291,39.775,39.775,4,4,39.3
52606,"Myotis emarginatus","female",41.7983357903203,2.38240332514291,39.2,39.2,1,1,40.4
52606,"Myotis emarginatus","male",41.7983357903203,2.38240332514291,38.0666666666667,38.0666666666667,3,3,40.4
52606,"Pipistrellus kuhlii","female",41.7983357903203,2.38240332514291,34,34,1,1,33.8
52606,"Pipistrellus pipistrellus","male",41.7983357903203,2.38240332514291,30.8947368421053,30.8947368421053,19,19,30.5
52606,"Plecotus auritus","female",41.7983357903203,2.38240332514291,40.5,40.5,1,1,39
52606,"Plecotus austriacus","male",41.7983357903203,2.38240332514291,39.1,39.1,2,2,40
52606,"Rhinolophus euryale","female",41.7983357903203,2.38240332514291,48.8,48.8,1,1,46
52606,"Rhinolophus euryale","male",41.7983357903203,2.38240332514291,49.35,49.35,2,2,46
52606,"Rhinolophus ferrumequinum","female",41.7983357903203,2.38240332514291,58.4,58.4,2,2,58.4
52606,"Rhinolophus ferrumequinum","male",41.7983357903203,2.38240332514291,56.0142857142857,56.0142857142857,7,7,58.4
52606,"Rhinolophus hipposideros","female",41.7983357903203,2.38240332514291,38.4666666666667,38.4666666666667,3,3,37
52606,"Rhinolophus hipposideros","male",41.7983357903203,2.38240332514291,36.9,36.9,3,3,37
52611,"Pipistrellus kuhlii","female",41.8613683521681,2.92745772391319,33.94,33.94,5,5,33.8
52611,"Pipistrellus kuhlii","male",41.8613683521681,2.92745772391319,35.2,35.2,1,1,33.8
52612,"Plecotus austriacus","female",41.8734143430289,3.03662638400569,41,41,1,1,40
52661,"Barbastella barbastellus","male",42.1492006422106,13.636263136126,40.2,40.2,1,1,39
52661,"Hypsugo savii","male",42.1492006422106,13.636263136126,32.7875,32.7875,8,8,34.5
52661,"Myotis crypticus","male",42.1492006422106,13.636263136126,38.94,38.94,5,5,39.3
52661,"Myotis emarginatus","male",42.1492006422106,13.636263136126,37.4,37.4,2,2,40.4
52661,"Myotis mystacinus","male",42.1492006422106,13.636263136126,33.7,33.7,3,3,34
52661,"Myotis nattereri","male",42.1492006422106,13.636263136126,38.94,38.94,5,5,39
52661,"Pipistrellus pipistrellus","female",42.1492006422106,13.636263136126,32,32,1,1,30.5
52661,"Pipistrellus pipistrellus","male",42.1492006422106,13.636263136126,31.6666666666667,31.6666666666667,3,3,30.5
52661,"Plecotus auritus","male",42.1492006422106,13.636263136126,38.9,38.9,3,3,39
52661,"Plecotus austriacus","female",42.1492006422106,13.636263136126,41.1,41.1,2,2,40
52664,"Myotis mystacinus","male",42.1296108711709,13.967269769562,32.7,32.7,1,1,34
53108,"Pipistrellus kuhlii","female",41.6627614670653,0.630174862743363,35,35,1,1,33.8
53108,"Pipistrellus kuhlii","male",41.6627614670653,0.630174862743363,34.22,34.22,5,5,33.8
53118,"Myotis crypticus","female",41.814150602247,1.71436779880958,40.6,40.6,1,1,39.3
53125,"Pipistrellus pipistrellus","female",41.9090632151728,2.47692136629228,31.225,31.225,4,4,30.5
53125,"Pipistrellus pipistrellus","male",41.9090632151728,2.47692136629228,30.5461538461538,30.5461538461538,13,13,30.5
53130,"Pipistrellus pipistrellus","male",41.9712556601493,3.02326440806857,31.1,31.1,1,1,30.5
53580,"Eptesicus serotinus","female",40.8752549425104,-4.07747847408008,54.3333333333333,54.3333333333333,3,3,53
53580,"Eptesicus serotinus","male",40.8752549425104,-4.07747847408008,51.75,51.75,4,4,53
53580,"Myotis bechsteinii","female",40.8752549425104,-4.07747847408008,42.225,42.225,4,4,43
53580,"Myotis bechsteinii","male",40.8752549425104,-4.07747847408008,41.7666666666667,41.7666666666667,3,3,43
53580,"Myotis emarginatus","male",40.8752549425104,-4.07747847408008,39.1,39.1,1,1,40.4
53580,"Myotis escalerai","female",40.8752549425104,-4.07747847408008,39.55,39.55,2,2,39.5
53580,"Myotis mystacinus","male",40.8752549425104,-4.07747847408008,34.8,34.8,3,3,34
53580,"Pipistrellus kuhlii","female",40.8752549425104,-4.07747847408008,31.6,31.6,1,1,33.8
53580,"Pipistrellus pipistrellus","male",40.8752549425104,-4.07747847408008,29.6,29.6,3,3,30.5
53580,"Plecotus auritus","female",40.8752549425104,-4.07747847408008,41.9,41.9,1,1,39
53580,"Plecotus auritus","male",40.8752549425104,-4.07747847408008,39.35,39.35,4,4,39
53624,"Pipistrellus pipistrellus","female",41.7600970817165,0.612304676833426,31.5,31.5,1,1,30.5
53626,"Pipistrellus kuhlii","female",41.7919043866259,0.829025916155108,32.9,32.9,1,1,33.8
53640,"Myotis escalerai","male",41.9937497630155,2.35316993713037,38.9,38.9,1,1,39.5
53640,"Plecotus austriacus","male",41.9937497630155,2.35316993713037,39,39,1,1,40
53640,"Rhinolophus euryale","female",41.9937497630155,2.35316993713037,49,49,1,1,46
53640,"Rhinolophus hipposideros","male",41.9937497630155,2.35316993713037,36.3,36.3,1,1,37
53641,"Barbastella barbastellus","female",42.0067687948092,2.46248131295288,40.3333333333333,40.3333333333333,3,3,39
53641,"Barbastella barbastellus","male",42.0067687948092,2.46248131295288,38.7,38.7,1,1,39
53641,"Myotis alcathoe","female",42.0067687948092,2.46248131295288,34,34,1,1,32
53641,"Myotis emarginatus","male",42.0067687948092,2.46248131295288,39.3,39.3,1,1,40.4
53641,"Myotis escalerai","male",42.0067687948092,2.46248131295288,39.8,39.8,1,1,39.5
53641,"Myotis mystacinus","male",42.0067687948092,2.46248131295288,32.6,32.6,1,1,34
53641,"Pipistrellus kuhlii","female",42.0067687948092,2.46248131295288,35,35,1,1,33.8
53641,"Pipistrellus kuhlii","male",42.0067687948092,2.46248131295288,34,34,1,1,33.8
53641,"Pipistrellus pipistrellus","female",42.0067687948092,2.46248131295288,31.8,31.8,4,4,30.5
53641,"Pipistrellus pipistrellus","male",42.0067687948092,2.46248131295288,30.28,30.28,10,10,30.5
53641,"Rhinolophus euryale","female",42.0067687948092,2.46248131295288,47.8,47.8,2,2,46
53641,"Rhinolophus euryale","male",42.0067687948092,2.46248131295288,48.04,48.04,5,5,46
53641,"Rhinolophus ferrumequinum","male",42.0067687948092,2.46248131295288,56,56,1,1,58.4
53641,"Rhinolophus hipposideros","female",42.0067687948092,2.46248131295288,37.7,37.7,1,1,37
53642,"Plecotus austriacus","female",42.0196007358537,2.57184790647097,40.6,40.6,1,1,40
53642,"Plecotus austriacus","male",42.0196007358537,2.57184790647097,39,39,1,1,40
53642,"Rhinolophus euryale","female",42.0196007358537,2.57184790647097,48.36,48.36,10,10,46
53642,"Rhinolophus euryale","male",42.0196007358537,2.57184790647097,49.4,49.4,1,1,46
53643,"Pipistrellus pipistrellus","male",42.0322454752237,2.68126896196836,32,32,1,1,30.5
53643,"Rhinolophus euryale","female",42.0322454752237,2.68126896196836,47.5,47.5,5,5,46
53643,"Rhinolophus euryale","male",42.0322454752237,2.68126896196836,47.8133333333333,47.8133333333333,15,15,46
53643,"Rhinolophus hipposideros","female",42.0322454752237,2.68126896196836,37.6857142857143,37.6857142857143,7,7,37
53643,"Rhinolophus hipposideros","male",42.0322454752237,2.68126896196836,35.58,35.58,5,5,37
53647,"Myotis emarginatus","female",42.0809502494168,3.11948260815548,41.3571428571429,41.3571428571429,21,21,40.4
53647,"Rhinolophus euryale","female",42.0809502494168,3.11948260815548,49.1,49.1,1,1,46
53647,"Rhinolophus ferrumequinum","female",42.0809502494168,3.11948260815548,56.6583333333333,56.6583333333333,12,12,58.4
53647,"Rhinolophus ferrumequinum","male",42.0809502494168,3.11948260815548,55.54,55.54,5,5,58.4
54053,"Barbastella barbastellus","female",40.2270007491201,-6.99981427896908,38.6,38.6,1,1,39
54058,"Myotis escalerai","female",40.3699479014819,-6.48873020919774,39.3166666666667,39.3166666666667,24,24,39.5
54058,"Myotis escalerai","male",40.3699479014819,-6.48873020919774,39.3,39.3,2,2,39.5
54060,"Hypsugo savii","female",40.4259138279715,-6.28353350653066,35.4,35.4,1,1,34.5
54060,"Pipistrellus kuhlii","female",40.4259138279715,-6.28353350653066,33.1,33.1,1,1,33.8
54063,"Plecotus austriacus","female",40.5085579761835,-5.97493300708766,40.78,40.78,1,1,40
54064,"Eptesicus serotinus","female",40.5357572755924,-5.87185337176637,52.5733333333333,52.5733333333333,3,3,53
54064,"Eptesicus serotinus","male",40.5357572755924,-5.87185337176637,50.345,50.345,2,2,53
54064,"Myotis bechsteinii","female",40.5357572755924,-5.87185337176637,42.6,42.6,1,1,43
54106,"Myotis escalerai","male",41.5179728799626,-1.45391217392396,39.275,39.275,4,4,39.5
54125,"Pipistrellus kuhlii","female",41.8573891054211,0.594366810968548,33.8,33.8,1,1,33.8
54128,"Hypsugo savii","male",41.9048933512321,0.920148439750537,34,34,1,1,34.5
54128,"Myotis escalerai","female",41.9048933512321,0.920148439750537,40.9333333333333,40.9333333333333,6,6,39.5
54128,"Myotis escalerai","male",41.9048933512321,0.920148439750537,39.65,39.65,2,2,39.5
54128,"Pipistrellus pipistrellus","female",41.9048933512321,0.920148439750537,30.9,30.9,8,8,30.5
54128,"Pipistrellus pipistrellus","male",41.9048933512321,0.920148439750537,30.9428571428571,30.9428571428571,7,7,30.5
54128,"Plecotus austriacus","male",41.9048933512321,0.920148439750537,39.7,39.7,1,1,40
54128,"Rhinolophus hipposideros","male",41.9048933512321,0.920148439750537,36.4,36.4,1,1,37
54129,"Pipistrellus pipistrellus","female",41.9203569870388,1.02887508955859,30.42,30.42,5,5,30.5
54129,"Pipistrellus pipistrellus","male",41.9203569870388,1.02887508955859,31.1,31.1,1,1,30.5
54139,"Myotis emarginatus","female",42.0647545419817,2.11960587736636,40.6,40.6,1,1,40.4
54139,"Pipistrellus kuhlii","female",42.0647545419817,2.11960587736636,34.1,34.1,1,1,33.8
54139,"Pipistrellus kuhlii","male",42.0647545419817,2.11960587736636,33.05,33.05,2,2,33.8
54139,"Pipistrellus pipistrellus","female",42.0647545419817,2.11960587736636,31.28,31.28,5,5,30.5
54139,"Pipistrellus pipistrellus","male",42.0647545419817,2.11960587736636,30.1,30.1,1,1,30.5
54139,"Rhinolophus ferrumequinum","female",42.0647545419817,2.11960587736636,57.0166666666667,57.0166666666667,6,6,58.4
54141,"Barbastella barbastellus","female",42.0913937006669,2.33846944456832,39,39,1,1,39
54141,"Barbastella barbastellus","male",42.0913937006669,2.33846944456832,39.05,39.05,2,2,39
54141,"Myotis alcathoe","female",42.0913937006669,2.33846944456832,32.8,32.8,1,1,32
54141,"Myotis crypticus","male",42.0913937006669,2.33846944456832,39.75,39.75,2,2,39.3
54141,"Myotis mystacinus","male",42.0913937006669,2.33846944456832,33.4333333333333,33.4333333333333,3,3,34
54141,"Pipistrellus pipistrellus","female",42.0913937006669,2.33846944456832,31.88,31.88,5,5,30.5
54141,"Pipistrellus pipistrellus","male",42.0913937006669,2.33846944456832,31.0666666666667,31.0666666666667,3,3,30.5
54142,"Barbastella barbastellus","female",42.1044324648527,2.44798604153943,40.0333333333333,40.0333333333333,3,3,39
54142,"Barbastella barbastellus","male",42.1044324648527,2.44798604153943,39.375,39.375,4,4,39
54142,"Myotis alcathoe","female",42.1044324648527,2.44798604153943,31.3,31.3,1,1,32
54142,"Myotis bechsteinii","male",42.1044324648527,2.44798604153943,42.4,42.4,1,1,43
54142,"Myotis crypticus","male",42.1044324648527,2.44798604153943,39.2,39.2,1,1,39.3
54142,"Myotis mystacinus","female",42.1044324648527,2.44798604153943,33.85,33.85,6,6,34
54142,"Pipistrellus kuhlii","female",42.1044324648527,2.44798604153943,34.7916666666667,34.7916666666667,12,12,33.8
54142,"Pipistrellus kuhlii","male",42.1044324648527,2.44798604153943,34.35,34.35,2,2,33.8
54142,"Pipistrellus pipistrellus","female",42.1044324648527,2.44798604153943,31.343137254902,31.343137254902,51,51,30.5
54142,"Pipistrellus pipistrellus","male",42.1044324648527,2.44798604153943,30.3933333333333,30.3933333333333,15,15,30.5
54142,"Plecotus auritus","female",42.1044324648527,2.44798604153943,39.9,39.9,1,1,39
54142,"Plecotus austriacus","female",42.1044324648527,2.44798604153943,41.5,41.5,1,1,40
54142,"Rhinolophus euryale","male",42.1044324648527,2.44798604153943,49.8,49.8,1,1,46
54142,"Rhinolophus ferrumequinum","male",42.1044324648527,2.44798604153943,56.7,56.7,1,1,58.4
54143,"Barbastella barbastellus","female",42.1172838675951,2.55755817168167,39.7,39.7,4,4,39
54143,"Eptesicus serotinus","male",42.1172838675951,2.55755817168167,51.9,51.9,1,1,53
54143,"Myotis alcathoe","female",42.1172838675951,2.55755817168167,33,33,1,1,32
54143,"Myotis alcathoe","male",42.1172838675951,2.55755817168167,31.725,31.725,4,4,32
54143,"Myotis crypticus","male",42.1172838675951,2.55755817168167,37.9,37.9,1,1,39.3
54143,"Pipistrellus kuhlii","male",42.1172838675951,2.55755817168167,33,33,1,1,33.8
54143,"Pipistrellus pipistrellus","female",42.1172838675951,2.55755817168167,31.5315789473684,31.5315789473684,19,19,30.5
54143,"Pipistrellus pipistrellus","male",42.1172838675951,2.55755817168167,31.0666666666667,31.0666666666667,3,3,30.5
54143,"Plecotus austriacus","female",42.1172838675951,2.55755817168167,41.3,41.3,3,3,40
54146,"Pipistrellus kuhlii","female",42.1547127981193,2.88660015102606,34.4666666666667,34.4666666666667,3,3,33.8
54195,"Plecotus auritus","male",42.4438653713243,13.6574289238818,38.7,38.7,7,7,39
54196,"Barbastella barbastellus","female",42.4374955684361,13.7684313278995,40.8,40.8,1,1,39
54196,"Myotis alcathoe","male",42.4374955684361,13.7684313278995,33,33,1,1,32
54551,"Barbastella barbastellus","male",40.2927519185277,-7.133086458116,39,39,1,1,39
54551,"Myotis bechsteinii","female",40.2927519185277,-7.133086458116,42.4,42.4,1,1,43
54551,"Myotis bechsteinii","male",40.2927519185277,-7.133086458116,40.65,40.65,2,2,43
54551,"Myotis emarginatus","female",40.2927519185277,-7.133086458116,41.3,41.3,1,1,40.4
54551,"Myotis emarginatus","male",40.2927519185277,-7.133086458116,39.6,39.6,1,1,40.4
54551,"Pipistrellus kuhlii","female",40.2927519185277,-7.133086458116,35,35,1,1,33.8
54552,"Plecotus auritus","female",40.3218997169496,-7.0310361082571,41.4,41.4,1,1,39
54552,"Plecotus auritus","male",40.3218997169496,-7.0310361082571,39.1,39.1,1,1,39
54552,"Plecotus austriacus","female",40.3218997169496,-7.0310361082571,41.9,41.9,1,1,40
54624,"Hypsugo savii","female",41.9546376290777,0.576360883460845,34.7,34.7,2,2,34.5
54624,"Pipistrellus pipistrellus","female",41.9546376290777,0.576360883460845,31.3,31.3,1,1,30.5
54624,"Pipistrellus pipistrellus","male",41.9546376290777,0.576360883460845,31,31,2,2,30.5
54624,"Rhinolophus euryale","female",41.9546376290777,0.576360883460845,49.9,49.9,1,1,46
54624,"Rhinolophus euryale","male",41.9546376290777,0.576360883460845,48.2833333333333,48.2833333333333,6,6,46
54624,"Rhinolophus ferrumequinum","male",41.9546376290777,0.576360883460845,56.75,56.75,2,2,58.4
54632,"Barbastella barbastellus","male",42.0777862190652,1.44803355728197,40.2,40.2,1,1,39
54632,"Hypsugo savii","male",42.0777862190652,1.44803355728197,34,34,1,1,34.5
54632,"Myotis bechsteinii","female",42.0777862190652,1.44803355728197,45.2,45.2,1,1,43
54632,"Myotis bechsteinii","male",42.0777862190652,1.44803355728197,42.8,42.8,2,2,43
54632,"Myotis crypticus","male",42.0777862190652,1.44803355728197,41.1,41.1,1,1,39.3
54632,"Myotis escalerai","female",42.0777862190652,1.44803355728197,38.5,38.5,1,1,39.5
54632,"Myotis escalerai","male",42.0777862190652,1.44803355728197,39.4818181818182,39.4818181818182,11,11,39.5
54632,"Pipistrellus kuhlii","male",42.0777862190652,1.44803355728197,32.8,32.8,1,1,33.8
54632,"Pipistrellus pipistrellus","male",42.0777862190652,1.44803355728197,31,31,1,1,30.5
54632,"Rhinolophus ferrumequinum","female",42.0777862190652,1.44803355728197,55.75,55.75,2,2,58.4
54632,"Rhinolophus hipposideros","male",42.0777862190652,1.44803355728197,38,38,1,1,37
54634,"Myotis escalerai","female",42.1067103979031,1.66659255248754,39.6,39.6,1,1,39.5
54634,"Myotis escalerai","male",42.1067103979031,1.66659255248754,39.1875,39.1875,16,16,39.5
54634,"Rhinolophus ferrumequinum","female",42.1067103979031,1.66659255248754,56.3,56.3,1,1,58.4
54634,"Rhinolophus ferrumequinum","male",42.1067103979031,1.66659255248754,56.44,56.44,10,10,58.4
54634,"Rhinolophus hipposideros","female",42.1067103979031,1.66659255248754,38.04,38.04,5,5,37
54634,"Rhinolophus hipposideros","male",42.1067103979031,1.66659255248754,36.725,36.725,4,4,37
54635,"Myotis escalerai","male",42.1208923415632,1.7759641161787,39.7,39.7,3,3,39.5
54635,"Rhinolophus ferrumequinum","female",42.1208923415632,1.7759641161787,57,57,1,1,58.4
54636,"Myotis escalerai","male",42.1348873572893,1.88539606289085,39.6384615384615,39.6384615384615,13,13,39.5
54636,"Rhinolophus ferrumequinum","female",42.1348873572893,1.88539606289085,58.4,58.4,1,1,58.4
54636,"Rhinolophus ferrumequinum","male",42.1348873572893,1.88539606289085,56.9,56.9,1,1,58.4
54636,"Rhinolophus hipposideros","female",42.1348873572893,1.88539606289085,38.3,38.3,1,1,37
54636,"Rhinolophus hipposideros","male",42.1348873572893,1.88539606289085,36.8,36.8,1,1,37
54637,"Myotis escalerai","male",42.1486953238601,1.99488764358329,39.4,39.4,1,1,39.5
54637,"Rhinolophus ferrumequinum","female",42.1486953238601,1.99488764358329,55.9,55.9,2,2,58.4
54637,"Rhinolophus ferrumequinum","male",42.1486953238601,1.99488764358329,56.4,56.4,2,2,58.4
54637,"Rhinolophus hipposideros","female",42.1486953238601,1.99488764358329,38.4,38.4,1,1,37
54637,"Rhinolophus hipposideros","male",42.1486953238601,1.99488764358329,36.9,36.9,1,1,37
54638,"Barbastella barbastellus","female",42.1623161214624,2.10443810666531,39.9,39.9,1,1,39
54638,"Myotis crypticus","male",42.1623161214624,2.10443810666531,39.7,39.7,2,2,39.3
54638,"Myotis emarginatus","female",42.1623161214624,2.10443810666531,40,40,1,1,40.4
54638,"Pipistrellus kuhlii","male",42.1623161214624,2.10443810666531,34.3,34.3,3,3,33.8
54638,"Pipistrellus pipistrellus","female",42.1623161214624,2.10443810666531,31.62,31.62,5,5,30.5
54638,"Pipistrellus pipistrellus","male",42.1623161214624,2.10443810666531,29.3,29.3,1,1,30.5
54639,"Barbastella barbastellus","female",42.1757496318094,2.21404669802496,41.8,41.8,1,1,39
54639,"Barbastella barbastellus","male",42.1757496318094,2.21404669802496,39,39,1,1,39
54639,"Myotis bechsteinii","male",42.1757496318094,2.21404669802496,43.02,43.02,5,5,43
54639,"Myotis crypticus","male",42.1757496318094,2.21404669802496,39.6333333333333,39.6333333333333,3,3,39.3
54639,"Myotis emarginatus","male",42.1757496318094,2.21404669802496,38.67,38.67,10,10,40.4
54639,"Myotis mystacinus","female",42.1757496318094,2.21404669802496,33.3,33.3,1,1,34
54639,"Pipistrellus pipistrellus","male",42.1757496318094,2.21404669802496,30.8222222222222,30.8222222222222,9,9,30.5
54639,"Plecotus auritus","female",42.1757496318094,2.21404669802496,42,42,1,1,39
54639,"Plecotus auritus","male",42.1757496318094,2.21404669802496,40.2,40.2,2,2,39
54639,"Rhinolophus euryale","female",42.1757496318094,2.21404669802496,48.7,48.7,2,2,46
54639,"Rhinolophus euryale","male",42.1757496318094,2.21404669802496,48.32,48.32,5,5,46
54639,"Rhinolophus ferrumequinum","female",42.1757496318094,2.21404669802496,56.5666666666667,56.5666666666667,3,3,58.4
54639,"Rhinolophus ferrumequinum","male",42.1757496318094,2.21404669802496,56.98,56.98,5,5,58.4
54639,"Rhinolophus hipposideros","male",42.1757496318094,2.21404669802496,37.26,37.26,5,5,37
54640,"Myotis mystacinus","female",42.1889957380392,2.32371266102558,34.35,34.35,4,4,34
54640,"Myotis mystacinus","male",42.1889957380392,2.32371266102558,33,33,1,1,34
54640,"Pipistrellus pipistrellus","female",42.1889957380392,2.32371266102558,31.3733333333333,31.3733333333333,15,15,30.5
54640,"Pipistrellus pipistrellus","male",42.1889957380392,2.32371266102558,30.3125,30.3125,8,8,30.5
54641,"Myotis alcathoe","female",42.2020543248004,2.43343523659305,31.95,31.95,2,2,32
54641,"Myotis emarginatus","male",42.2020543248004,2.43343523659305,40.1,40.1,1,1,40.4
54641,"Myotis mystacinus","female",42.2020543248004,2.43343523659305,32.3,32.3,1,1,34
54641,"Myotis mystacinus","male",42.2020543248004,2.43343523659305,32.7,32.7,1,1,34
